 序号,所属区县,停车场编号,停车场类型,所属道路,泊位数量,大型泊位,小型泊位,起始地点,终止地点,开发时间-起,开发时间-止,负责人,联系电话,经营单位,收费时段1,收费时段2,收费标准1,收费标准2,备注,首次通过审批时间
449,密云,6038,01,城后街,38,0,38,,,2009/5/1,2009/5/1,,,,,,,,"城后街路侧,南侧",2009/5/14 14:48:06
450,密云,6039,01,新北路,13,0,13,,,2009/5/1,2009/5/1,,,,,,,,"新北路北侧路侧,",2009/5/14 14:47:47
451,密云,7312,01,新北路,13,0,13,,,2009/5/1,2009/5/1,,,,,,,,新北路北侧路侧,2009/5/14 14:46:09
452,石景山,6917,01,鲁谷东街,104,0,104,鲁谷村路口,莲芳东桥路口,2009/5/1,2009/5/1,,,,,,,,"西侧路侧,",2009/5/18 16:52:48
453,海淀,7255,01,东冉北街,50,0,50,铁路,常青园路北口,2009/6/1,2009/6/1,,,,,,,,东冉北街北侧南侧路侧,2009/6/5 8:21:27
454,海淀,5910,01,彰化路,140,0,140,蓝靛厂南路,西四环,2009/6/1,2009/6/1,,,,,,,,"彰化路南侧北侧路侧,",2009/6/5 8:21:15
455,朝阳,7222,01,大屯北路,102,0,102,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/16 15:37:15
456,东城,5070,01,东单三条,35,0,35,,,2009/6/1,2009/6/1,,,,,,,,东单三条南侧北侧路侧,2009/6/9 14:54:32
457,东城,6709,01,东土城路,15,0,15,,,2009/6/1,2009/6/1,,,,,,,,东土城路西侧便道,2009/6/9 14:54:45
458,东城,5080,01,交道口东大街,53,0,53,,,2009/6/1,2009/6/1,,,,,,,,"交道口东大街南侧路侧,北侧路侧",2009/6/9 14:54:05
459,东城,6927,01,金宝街,213,0,213,,,2009/6/1,2009/6/1,,,,,,,,"金宝街北侧南侧便道,路侧,",2009/6/9 14:55:33
460,东城,6952,01,银闸胡同,18,0,18,,,2009/6/1,2009/6/1,,,,,,,,"银闸胡同北侧 ,路侧,",2009/6/9 14:54:56
461,东城,5201,01,史家胡同与干面胡同之间通道,23,0,23,,,2009/6/1,2009/6/1,,,,,,,,"史家胡同与干面胡同之间通道东侧路侧,",2009/6/9 14:55:23
462,东城,7316,01,安德里北街,67,0,67,中轴路,安定门外大街,2009/6/1,2009/6/1,,,,,,,,道路南侧,2009/6/9 14:52:21
463,东城,7317,01,和平里北街,92,0,92,,,2009/6/1,2009/6/1,,,,,,,,道路两侧,2009/6/9 14:52:32
464,东城,5088,01,青年沟路,93,0,93,,,2009/6/1,2009/6/1,,,,,,,,"青年沟路南侧便道,道路南北两侧",2009/6/9 14:55:08
465,东城,7318,01,西羊管胡同,38,0,38,,,2009/6/1,2009/6/1,,,,,,,,道路南北路侧便道,2009/6/9 14:52:42
466,东城,7319,01,崇文门内大街,83,0,83,,,2009/6/1,2009/6/1,,,,,,,,东侧便道,2009/6/9 14:52:52
467,东城,7320,01,船板胡同,10,0,10,,,2009/6/1,2009/6/1,,,,,,,,西侧路侧,2009/6/9 14:53:02
468,东城,7321,01,东单体育馆南路,28,0,28,,,2009/6/1,2009/6/1,,,,,,,,南北两侧路侧,2009/6/9 14:53:12
469,东城,7322,01,中石油西侧道路,32,0,32,,,2009/6/1,2009/6/1,,,,,,,,西侧路侧,2009/6/9 14:53:22
470,东城,7323,01,大甜水井胡同,51,0,51,,,2009/6/1,2009/6/1,,,,,,,,道路南侧北侧两侧,2009/6/9 14:53:32
471,东城,7324,01,大纱帽胡同,12,0,12,,,2009/6/1,2009/6/1,,,,,,,,道路南侧路侧,2009/6/9 14:53:43
472,东城,7325,01,小纱帽胡同,26,0,26,,,2009/6/1,2009/6/1,,,,,,,,道路东侧西侧路侧,2009/6/9 14:53:52
473,海淀,7237,01,西翠路,255,0,255,复兴路,朱各庄路,2009/6/1,2009/6/1,,,,,,,,西翠路东侧西侧便道路侧,2009/6/11 15:30:01
474,石景山,5961,01,苹果园大街,79,0,79,,,2009/6/1,2009/6/1,,,,,,,,"苹果园大街东侧西侧路侧,",2009/6/11 15:28:20
475,石景山,5965,01,古城南路,56,0,56,,,2009/6/1,2009/6/1,,,,,,,,"古城南路北侧路侧,",2009/6/11 15:28:31
476,石景山,5954,01,杨庄路,86,0,86,,,2009/6/1,2009/6/1,,,,,,,,"路侧,",2009/6/11 15:28:41
477,石景山,5962,01,实兴大街,83,0,83,,,2009/6/1,2009/6/1,,,,,,,,"路侧,",2009/6/11 15:29:00
478,石景山,5963,01,石景山路,10,0,10,,,2009/6/1,2009/6/1,,,,,,,,"路侧,",2009/6/11 15:29:10
479,石景山,5964,01,古城小街,66,0,66,,,2009/6/1,2009/6/1,,,,,,,,"路侧,",2009/6/11 15:29:18
480,石景山,5967,01,和平街,7,0,7,,,2009/6/1,2009/6/1,,,,,,,,"路侧,",2009/6/11 15:29:28
481,石景山,5969,01,八角北路,62,0,62,,,2009/6/1,2009/6/1,,,,,,,,"路侧,",2009/6/11 15:29:37
482,石景山,6915,01,鲁谷大街,86,0,86,鲁谷路路口,莲芳桥路口,2009/6/1,2009/6/1,,,,,,,,"道路两侧路侧,",2009/6/11 15:30:30
483,朝阳,7209,01,西大望路,66,0,66,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/16 15:35:03
484,朝阳,7211,01,阜荣街,105,0,105,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/16 15:35:26
485,朝阳,7214,01,望京街,146,0,146,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/16 15:35:58
486,朝阳,7208,01,宏昌路,145,0,145,,,2008/10/1,2008/10/1,,,,,,,,路侧东侧西侧,2008/10/16 15:34:53
487,朝阳,7228,01,和平里西街,82,0,82,,,2008/10/1,2008/10/1,,,,,,,,西侧路侧,2008/10/16 15:33:42
488,朝阳,7229,01,健安东路,134,0,134,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/16 15:33:54
489,朝阳,7230,01,顺源街,76,0,76,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/16 15:34:32
490,朝阳,7223,01,小营北路,276,0,276,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/16 15:37:26
491,朝阳,7227,01,京投大厦南侧路,37,0,37,,,2008/10/1,2008/10/1,,,,,,,,南侧北侧路侧,2008/10/16 15:33:32
492,朝阳,7225,01,科学园南里中街,144,0,144,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/16 15:33:10
493,朝阳,7226,01,林萃东路,80,0,80,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/16 15:33:20
494,朝阳,7224,01,育慧北路,23,0,23,,,2008/10/1,2008/10/1,,,,,,,,东侧西侧路侧,2008/10/16 15:33:00
495,朝阳,5824,01,育慧南路,43,0,43,,,2008/10/1,2008/10/1,,,,,,,,"育惠南路西侧路侧,",2008/10/16 15:32:39
496,西城,7196,01,莲花池东路,71,0,71,,,2008/10/1,2008/10/1,,,,,,,,莲花池东路南侧便道,2008/10/16 15:32:28
497,西城,5777,01,南线阁,22,0,22,,,2008/10/1,2008/10/1,,,,,,,,"南线阁西侧路侧,",2008/10/16 15:32:50
498,石景山,6893,01,金顶西街,48,0,48,金顶西街南口,金顶北路西口,2009/6/1,2009/6/1,,,,,,,,"东侧路侧,路侧,",2009/6/11 15:30:50
499,石景山,6895,01,金顶北街,66,0,66,金顶北路东口,永引渠南路,2009/6/1,2009/6/1,,,,,,,,"两侧路侧, 路侧,",2009/6/11 15:30:59
500,海淀,7238,01,志新西路,60,0,60,,,2008/10/1,2008/10/1,,,,,,,,志新西路东侧西侧路侧,2008/10/16 15:31:56
501,密云,7313,01,果园北街,10,0,10,,,2009/5/1,2009/5/1,,,,,,,,果园北街南侧路侧,2009/5/14 14:40:13
502,密云,7314,01,行宫街,77,0,77,,,2009/5/1,2009/5/1,,,,,,,,行宫街东侧西侧路侧,2009/5/15 10:02:33
503,密云,6033,01,鼓楼北大街,20,0,20,,,2009/5/1,2009/5/1,,,,,,,,"鼓楼北大街西侧路侧,",2009/5/15 10:03:15
504,密云,6809,01,鼓楼南大街,85,0,85,,,2009/5/1,2009/5/1,,,,,,,,"鼓楼南大街东侧西侧路侧,",2009/5/15 10:03:28
505,密云,7311,01,党校路,39,0,39,城后街,新北路,2009/5/1,2009/5/1,,,,,,,,东侧西侧路侧,2009/5/15 10:03:39
506,密云,7315,01,通城胡同,7,0,7,,,2009/5/1,2009/5/1,,,,,,,,通城胡同东侧路侧,2009/5/15 10:03:00
507,石景山,7125,01,石门路,258,0,258,金顶北路西口,北京工业职业技术学院,2009/6/1,2009/6/1,,,,,,,,道路两侧路侧 ,2009/6/11 15:29:49
508,东城,7326,01,鼎新路,74,0,74,,,2009/6/1,2009/6/1,,,,,,,,东侧西侧路侧,2009/6/11 15:27:53
509,东城,7327,01,中国强胡同,20,0,20,,,2009/6/1,2009/6/1,,,,,,,,北侧路侧,2009/6/11 15:28:02
510,东城,7328,01,东花市南里一区南侧路,22,0,22,,,2009/6/1,2009/6/1,,,,,,,,南侧路侧,2009/6/11 15:28:11
511,东城,5727,01,光明路,82,0,82,,,2009/6/1,2009/6/1,,,,,,,,"光明路南侧北侧路侧,",2009/6/11 15:27:29
512,东城,7329,01,中轴路西侧新修路,18,0,18,,,2009/6/1,2009/6/1,,,,,,,,道路两侧南侧、北侧路侧,2009/6/18 10:06:05
513,东城,5732,01,夕照寺街,56,0,56,,,2009/6/1,2009/6/1,,,,,,,,"夕照寺街西侧路侧,",2009/6/30 9:08:20
514,海淀,7047,01,学院南路,310,0,310,明光桥,中关村大街,2009/7/1,2009/7/1,,,,,,,,"学院南路南侧北侧路侧,",2009/8/11 10:13:26
515,海淀,7330,01,学院南路,210,0,210,明光桥,师大口,2009/7/1,2009/7/1,,,,,,,,学院南路南侧北侧,2009/8/11 10:13:15
516,朝阳,7331,01,广渠门外大街,108,0,108,,,2009/8/1,2009/8/1,,,,,,,,南侧路侧,2009/8/24 15:50:55
517,海淀,7332,01,万泉河东侧辅路,40,0,40,稻香园桥北,万泉河桥南公交车站,2009/9/1,2009/9/1,,,,,,,,东侧路侧,2009/9/22 17:17:03
518,朝阳,7333,01,太阳宫中路,31,0,31,,,2009/11/1,2009/11/1,,,,,,,,东侧路侧,2010/1/26 9:29:37
519,海淀,7339,01,天秀路,80,0,80,肖家河西路口,肖家河西路,2010/1/1,2010/1/1,,,,,,,,天秀路南北路侧,2010/1/26 9:29:50
520,西城,5255,01,宣内大街,17,0,17,,,2010/3/1,2010/3/1,,,,,,,,"宣内大街东侧西侧路侧,",2010/3/4 10:52:42
521,西城,5212,01,华远北街,38,0,38,,,2010/3/1,2010/3/1,,,,,,,,"华远北街东侧西侧路侧,",2010/3/4 10:49:19
522,西城,5211,01,华远街,55,0,55,,,2010/3/1,2010/3/1,,,,,,,,"华远街东侧西侧路侧,",2010/3/4 10:51:24
523,西城,5252,01,罗家胡同,34,0,34,,,2010/3/1,2010/3/1,,,,,,,,"罗家胡同东侧西侧路侧,",2010/3/4 10:52:03
524,丰台,7239,01,丰体北路,88,0,88,,,2009/1/1,2009/1/1,,,,,,,,南侧北侧路侧,2009/1/5 16:54:05
525,丰台,7240,01,大井路,29,0,29,,,2009/1/1,2009/1/1,,,,,,,,西侧路侧,2009/1/5 16:55:02
526,东城,6132,01,打磨厂,78,0,78,,,2010/2/1,2010/2/1,,,,,,,,"打磨厂南侧北侧路侧,",2010/2/26 11:09:31
527,东城,5066,01,灯市口西街,38,0,38,,,2010/2/1,2010/2/1,,,,,,,,灯市口西街南侧路侧,2010/3/4 10:47:10
528,东城,5068,01,东安门大街,14,0,14,,,2010/2/1,2010/2/1,,,,,,,,东安门大街南侧便道,2010/3/4 10:56:27
529,东城,5061,01,晨光街,31,0,31,,,2010/2/1,2010/2/1,,,,,,,,"晨光街西侧路侧,",2010/3/4 10:53:09
530,东城,5133,01,锡拉胡同,14,0,14,,,2010/2/1,2010/2/1,,,,,,,,"锡拉胡同南侧北侧路侧,",2010/3/4 10:56:14
531,海淀,7352,01,翠微路,6,0,6,银行门前,银行门前,2010/3/1,2010/3/1,,,,,,,,翠微路西侧,2010/3/13 8:39:10
532,东城,6923,01,东菜厂胡同,32,0,32,,,2010/2/1,2010/2/1,,,,,,,,"东菜厂胡同南侧北侧路侧,",2010/3/4 10:56:01
533,东城,5129,01,西菜厂胡同,17,0,17,,,2010/2/1,2010/2/1,,,,,,,,"西菜厂胡同南侧路侧,",2010/3/4 10:56:53
534,东城,5142,01,柏树胡同,40,0,40,,,2010/2/1,2010/2/1,,,,,,,,"柏树胡同南侧北侧路侧,",2010/3/4 10:54:38
535,东城,5183,01,后沟胡同,8,0,8,,,2010/2/1,2010/2/1,,,,,,,,"后沟胡同北侧路侧,",2010/3/4 10:50:29
536,东城,6949,01,新中西街,55,0,55,,,2010/2/1,2010/2/1,,,,,,,,"新中西街东侧西侧南侧路侧,",2010/3/4 10:53:46
537,东城,5108,01,新中街北段,23,0,23,,,2010/2/1,2010/2/1,,,,,,,,"新中街北段西侧路侧,",2010/3/4 10:55:15
538,东城,5167,01,新中街南段,112,0,112,,,2010/3/1,2010/3/1,,,,,,,,"新中街南段东侧西侧路侧,",2010/3/4 10:55:29
539,西城,5214,01,大木仓胡同东段,16,0,16,,,2010/3/1,2010/3/1,,,,,,,,"大木仓胡同东段北侧路侧,",2010/3/4 10:51:45
540,顺义,7034,01,府前西街,162,0,162,罗威婚纱摄影门前,权金城饭店门前,2008/7/1,2008/7/1,,,,,,,,"南侧便道,",2008/9/23
541,海淀,7035,01,上地东二路,90,0,90,,,2008/7/1,2008/7/1,,,,,,,,"上地东二路东侧路侧,",2008/9/23
542,昌平,7199,01,回龙观大街龙园派出所以东,15,0,15,,,2008/9/1,2008/9/1,,,,,,,,回龙观大街龙园派出所以东南侧路侧,2008/9/23
543,昌平,7200,01,沙河工商街,15,0,15,,,2008/9/1,2008/9/1,,,,,,,,沙河工商街南侧北侧路侧,2008/9/23
544,昌平,7201,01,顺沙路小汤山大街,310,0,310,,,2008/9/1,2008/9/1,,,,,,,,顺沙路小汤山大街南侧北侧路侧,2008/9/23
545,东城,5174,01,艺华胡同,32,0,32,,,,,,,,,,,,"艺华胡同东侧路侧,",2008/9/23
546,东城,6944,01,东外医院,19,0,19,,,2008/7/1,2008/7/1,,,,,,,,"东外医院东侧西侧路侧,",2008/9/23
547,东城,6946,01,东板桥街,3,0,3,,,2008/7/1,2008/7/1,,,,,,,,"东板桥街东侧路侧,",2008/9/23
548,延庆,6066,01,县城南街,5,0,5,,,2008/7/1,2008/7/1,,,,,,,,"县城南街西侧路侧,",2008/9/23
549,延庆,6067,01,延康路,51,0,51,,,2008/7/1,2008/7/1,,,,,,,,"延康路西侧路侧,",2008/9/23
550,延庆,6070,01,益祥街,14,0,14,,,2008/7/1,2008/7/1,,,,,,,,"益祥街东侧路侧,",2008/9/23
551,石景山,6907,01,八角路,79,0,79,八角东街,古城东街,2008/7/1,2008/7/1,,,,,,,,道路南侧路侧,2008/9/23
552,怀柔,6913,01,滨湖南街,110,0,110,,,2008/7/1,2008/7/1,,,,,,,,"滨湖南街北侧路侧,",2008/9/23
553,石景山,6919,01,芳园西街,20,0,20,鲁谷南路,莲石东路北辅路,2008/7/1,2008/7/1,,,,,,,,"道路两侧路侧,",2008/9/23
554,朝阳,5861,01,水碓子中街,56,0,56,,,2008/7/1,2008/7/1,,,,,,,,"水碓子中街南侧西侧路侧,",2008/9/23
555,东城,5110,01,蒋宅口路口西侧道路,33,0,33,,,2008/7/1,2008/7/1,,,,,,,,"蒋宅口路口西侧道路南侧北侧路侧,",2008/9/23
556,东城,6929,01,育群胡同,16,0,16,,,2008/7/1,2008/7/1,,,,,,,,"育群胡同南侧北侧路侧,",2008/9/23
557,东城,5113,01,汪芝麻胡同,11,0,11,,,2008/7/1,2008/7/1,,,,,,,,"汪芝麻胡同南侧北侧路侧,",2008/9/23
558,东城,5114,01,协作胡同,8,0,8,,,2008/7/1,2008/7/1,,,,,,,,"协作胡同南侧北侧路侧,",2008/9/23
559,东城,5115,01,西扬威胡同,10,0,10,,,2008/7/1,2008/7/1,,,,,,,,"西扬威胡同南侧北侧路侧,",2008/9/23
560,东城,5117,01,崔府夹道,46,0,46,,,2008/7/1,2008/7/1,,,,,,,,"崔府夹道南侧北侧路侧,",2008/9/23
561,东城,5119,01,秦老胡同,14,0,14,,,2008/7/1,2008/7/1,,,,,,,,"秦老胡同南侧北侧路侧,",2008/9/23
562,东城,5121,01,东棉花胡同,16,0,16,,,2008/7/1,2008/7/1,,,,,,,,"东棉花胡同南侧北侧路侧,",2008/9/23
563,东城,5122,01,板厂胡同,23,0,23,,,2008/7/1,2008/7/1,,,,,,,,"板厂胡同南侧北侧路侧,",2008/9/23
564,东城,5123,01,东四十一条,45,0,45,,,2008/7/1,2008/7/1,,,,,,,,"东四十一条南侧北侧路侧,",2008/9/23
565,机场队,6931,01,南平路,50,0,50,,,2008/7/1,2008/7/1,,,,,,,,"南平路北侧路侧,",2008/9/23
566,机场队,6932,01,航安路,22,0,22,,,2008/7/1,2008/7/1,,,,,,,,"航安路西侧路侧,",2008/9/23
567,机场队,6933,01,小天竺路,30,0,30,,,2008/7/1,2008/7/1,,,,,,,,"小天竺路北侧路侧,",2008/9/23
568,机场队,6934,01,副食东街,36,0,36,,,2008/7/1,2008/7/1,,,,,,,,"副食东街东侧路侧,",2008/9/23
569,机场队,6935,01,机场南路,16,0,16,,,2008/7/1,2008/7/1,,,,,,,,"机场南路东侧路侧,",2008/9/23
570,东城,5126,01,东四十四条,8,0,8,,,,,,,,,,,,"东四十四条南侧北侧路侧,",2008/9/23
571,东城,5127,01,大菊胡同,11,0,11,,,,,,,,,,,,"大菊胡同南侧北侧路侧,",2008/9/23
572,东城,5130,01,煤渣胡同,20,0,20,,,,,,,,,,,,"煤渣胡同北侧路侧,",2008/9/23
573,东城,5137,01,报房胡同,15,0,15,,,,,,,,,,,,"报房胡同南侧北侧路侧,",2008/9/23
574,朝阳,7233,01,朝阳公园南路,218,0,218,,,2008/9/1,2008/9/1,,,,,,,,南侧北侧,2008/9/23
575,丰台,7234,01,太平桥路,75,0,75,,,2008/9/1,2008/9/1,,,,,,,,东侧西侧路侧,2008/9/23
576,海淀,7037,01,安宁庄东路,243,0,243,,,2008/7/1,2008/7/1,,,,,,,,"安宁庄东路东侧西侧路侧,",2008/9/23
577,海淀,7038,01,毛纺路,208,0,208,,,2008/7/1,2008/7/1,,,,,,,,"毛纺路东侧西侧路侧,",2008/9/23
578,海淀,7039,01,清河街,60,0,60,,,2008/7/1,2008/7/1,,,,,,,,"清河街南侧路侧,",2008/9/23
579,海淀,7040,01,永泰路,80,0,80,,,2008/7/1,2008/7/1,,,,,,,,"永泰路东侧路侧,",2008/9/23
580,海淀,7041,01,花园路,60,0,60,,,2008/7/1,2008/7/1,,,,,,,,"花园路东侧西侧路侧,",2008/9/23
581,海淀,7044,01,小南庄路,80,0,80,,,2008/7/1,2008/7/1,,,,,,,,"小南庄路南侧北侧路侧,",2008/9/23
582,海淀,7045,01,黄亭子路,35,0,35,,,2008/7/1,2008/7/1,,,,,,,,"黄亭子路东侧路侧,",2008/9/23
583,海淀,7052,01,彰化南路,132,0,132,,,2008/7/1,2008/7/1,,,,,,,,"彰化南路南侧北侧路侧,",2008/9/23
584,海淀,7048,01,联慧路,40,0,40,,,2008/7/1,2008/7/1,,,,,,,,"联慧路南侧路侧,",2008/9/23
585,海淀,7049,01,太平湖市场路,40,0,40,,,2008/7/1,2008/7/1,,,,,,,,"太平湖市场路东侧路侧,",2008/9/23
586,顺义,7050,01,府前东街1,36,0,36,北方市分路局顺义分局,顺义区城市管理监察大队,2008/7/1,2008/7/1,,,,,,,,"南侧路侧,",2008/9/23
587,海淀,7051,01,茂林居东路,50,0,50,,,2008/7/1,2008/7/1,,,,,,,,"茂林居东路东侧西侧路侧,",2008/9/23
588,海淀,7053,01,板井路,164,0,164,,,2008/7/1,2008/7/1,,,,,,,,"板井路北侧路侧,",2008/9/23
589,顺义,7054,01,新顺南大街2,51,0,51,中国银行北京市顺义支行北门口,中共顺义区城镇环境卫生服务中心委员会门口,2008/7/1,2008/7/1,,,,,,,,"西侧便道,",2008/9/23
590,顺义,7055,01,光明北街,6,0,6,中山东街与光明北街交叉口,便民街东口,2008/7/1,2008/7/1,,,,,,,,"西侧路侧,",2008/9/23
591,顺义,7056,01,光明北街,10,0,10,中山东街与光明北街交叉口,便民街东口,2008/7/1,2008/7/1,,,,,,,,"东侧路侧,",2008/9/23
592,顺义,7057,01,光明北街,10,0,10,物美商场门口北侧,物美商场门口南侧,2008/7/1,2008/7/1,,,,,,,,"西侧便道,",2008/9/23
593,顺义,7058,01,光明北街,26,0,26,便民街东口,幸福西街社区居民委员会门口,2008/7/1,2008/7/1,,,,,,,,"西侧便道,",2008/9/23
594,海淀,7059,01,增光路,280,0,280,,,2008/7/1,2008/7/1,,,,,,,,"增光路南侧北侧路侧,",2008/9/23
595,海淀,7060,01,厂洼北路,30,0,30,,,2008/7/1,2008/7/1,,,,,,,,厂洼北路南侧,2008/9/23
596,海淀,7061,01,厂洼南路,60,0,60,,,2008/7/1,2008/7/1,,,,,,,,"厂洼南路南侧北侧路侧,",2008/9/23
597,海淀,7062,01,会城门东路,61,0,61,,,2008/7/1,2008/7/1,,,,,,,,会城门东路南侧,2008/9/23
598,通州,6733,01,玉桥中路,174,0,174,,,2008/9/1,2008/9/1,,,,,,,,"玉桥中路东侧西侧路侧,",2008/9/28 15:55:32
599,海淀,7042,01,西上坡路,30,0,30,,,2008/7/1,2008/7/1,,,,,,,,"西上坡路北侧路侧,",2008/9/23
600,海淀,7063,01,万寿寺路,110,0,110,,,2008/7/1,2008/7/1,,,,,,,,"万寿寺路南侧北侧路侧,",2008/9/23
601,海淀,7064,01,小关街,45,0,45,,,2008/7/1,2008/7/1,,,,,,,,"小关街南侧路侧,",2008/9/23
602,亦庄,7078,01,文化园西路,79,0,79,,,2008/7/1,2008/7/1,,,,,,,,"南侧路侧,",2008/9/23
603,顺义,7067,01,站前1街,26,0,26,隆华购物中心南门,农业银行门口西侧,2008/9/1,2008/9/1,,,,,,,,"北侧便道,",2008/9/23
604,顺义,7068,01,新顺南大街5,35,0,35,大中电器门口,肯德基门前,2008/7/1,2008/7/1,,,,,,,,"东侧便道,",2008/9/23
605,顺义,7069,01,站前东街2,27,0,27,新顺南大街与站前东街交叉口,博联广场门口西侧,2008/7/1,2008/7/1,,,,,,,,"北侧便道,",2008/9/23
606,顺义,7070,01,站前东街3,3,0,3,博联广场西侧,博联广场西侧,2008/7/1,2008/7/1,,,,,,,,"北侧便道,",2008/9/23
607,亦庄,7076,01,天华北街,46,0,46,,,2008/7/1,2008/7/1,,,,,,,,"北侧路侧,",2008/9/23
608,亦庄,7079,01,西环南路,22,0,22,,,2008/7/1,2008/7/1,,,,,,,,"东侧路侧,",2008/9/23
609,亦庄,7080,01,荣京西街,68,0,68,,,2008/7/1,2008/7/1,,,,,,,,"北侧路侧,",2008/9/23
610,亦庄,7082,01,天宝东路,40,0,40,,,2008/7/1,2008/7/1,,,,,,,,"东侧路侧,",2008/9/23
611,顺义,7083,01,站前2街,91,0,91,顺义站与站前街交叉口,顺鑫农业股份有限公司门口,2008/7/1,2008/7/1,,,,,,,,"南侧便道,",2008/9/23
612,亦庄,7084,01,广德苑小区区间路,28,0,28,,,2008/7/1,2008/7/1,,,,,,,,"东侧路侧,",2008/9/23
613,亦庄,7085,01,亦庄医院区间路,21,0,21,,,2008/7/1,2008/7/1,,,,,,,,"南侧路侧,",2008/9/23
614,顺义,7086,01,站前东街1,31,0,31,顺义一中路口,建行路口,2008/7/1,2008/7/1,,,,,,,,"南侧便道,",2008/9/23
615,顺义,7088,01,光明南街1,155,0,155,春畅旅行社路口,光明南街与站前东街交叉路口,2008/9/1,2008/9/1,,,,,,,,"西侧便道,",2008/9/23
616,海淀,5904,01,龙岗路,40,0,40,,,2008/6/1,2008/6/1,,,,,,,,"龙岗路南侧路侧,",2008/9/23
617,海淀,5916,01,魏公村街,130,0,130,,,2008/6/1,2008/6/1,,,,,,,,"魏公村街南侧北侧路侧,",2008/9/23
618,东城,5159,01,东四六条,62,0,62,,,,,,,,,,,,"东四六条南侧北侧路侧,",2008/9/23
619,西城,5240,01,裕民东路,55,0,55,,,2008/7/1,2008/7/1,,,,,,,,"裕民东路东侧路侧,",2008/9/23
620,朝阳,5817,01,新源街,78,0,78,,,2008/7/1,2008/7/1,,,,,,,,"新源街东侧西侧路侧,",2008/9/23
621,石景山,5968,01,古城北路,42,0,42,,,,,,,,,,,,"南侧路侧,",2008/9/23
622,顺义,7092,01,站前南街1,33,0,33,怡馨家园西侧北门口,站前南街与顺平路交叉口,2008/7/1,2008/7/1,,,,,,,,"东侧便道,",2008/9/23
623,顺义,7093,01,站前南街2,72,0,72,站前南街与顺平辅路交叉口,怡馨家园南门口,2008/7/1,2008/7/1,,,,,,,,"北侧便道,",2008/9/23
624,顺义,7094,01,顺平西路,68,0,68,怡馨家园南门口,顺平辅路与新顺南大街交叉口,2008/7/1,2008/7/1,,,,,,,,"南侧便道,",2008/9/23
625,顺义,7095,01,新顺南大街8,40,0,40,新顺南大街与顺平西路交叉口,怡馨家园东门口,2008/7/1,2008/7/1,,,,,,,,"西侧便道,",2008/9/23
626,亦庄,7100,01,天华西路,48,0,48,北环西路,天华北街,2008/8/1,2008/8/1,,,,,,,,"东侧西侧路侧,",2008/9/23
627,亦庄,7101,01,科慧大道,164,0,164,文化园西路,天宝东路,2008/8/1,2008/8/1,,,,,,,,"东侧西侧路侧,",2008/9/23
628,顺义,7114,01,建新东街1,52,0,52,丽轩洗浴中心门前北侧,金紫二手房门前,2008/9/1,2008/9/1,,,,,,,,"东侧便道,",2008/9/23
629,顺义,7112,01,建新西街,239,0,239,建新西街与站前南街交叉口,建新西街与新顺南大街交叉口,2008/8/1,2008/8/1,,,,,,,,"南侧便道,",2008/9/23
630,顺义,7113,01,新顺南大街6,80,0,80,北京农村商业银行顺义支行北出入口,北京农村商业银行顺义支行南出口,2008/8/1,2008/8/1,,,,,,,,"西侧便道,",2008/9/23
631,顺义,7115,01,新顺南大街4,27,0,27,盈康药店门前,新顺邮政储蓄所门前,2008/8/1,2008/8/1,,,,,,,,"西侧便道,",2008/9/23
632,顺义,7116,01,新顺南大街1,10,0,10,服装店门前,光明眼镜店前,2008/8/1,2008/8/1,,,,,,,,"东侧便道,",2008/9/23
633,顺义,7117,01,新顺南大街3,31,0,31,西单电器商场门前蜞入口,西单电器商场门前出口,2008/8/1,2008/8/1,,,,,,,,"东侧便道,",2008/9/23
634,顺义,7118,01,新顺北大街1,40,0,40,西单商场东侧,义宾街与新顺北大街交叉口处,2008/8/1,2008/8/1,,,,,,,,"西侧便道,",2008/9/23
635,顺义,7119,01,新顺北大街2,68,0,68,义宾街与新顺北大街交叉口,顺义影剧院门前,2008/8/1,2008/8/1,,,,,,,,"西侧便道,",2008/9/23
636,怀柔,7104,01,青春路 ,461,0,461,,,2008/8/1,2008/8/1,,,,,,,,"青春路 东侧西侧路侧,",2008/9/23
637,怀柔,7105,01,西园路,20,0,20,,,2008/8/1,2008/8/1,,,,,,,,"西园路东侧西侧路侧,",2008/9/23
638,怀柔,7106,01,四中路,37,0,37,,,2008/8/1,2008/8/1,,,,,,,,"四中路南侧路侧,",2008/9/23
639,怀柔,7107,01,泉河路,22,0,22,,,2008/8/1,2008/8/1,,,,,,,,"泉河路北侧路侧,",2008/9/23
640,怀柔,7108,01,龙山路,34,0,34,,,2008/8/1,2008/8/1,,,,,,,,"龙山路北侧路侧,",2008/9/23
